BPM214H1-F|LEC0101|Weisbaum, E.|###!###!NA$10:00~13:00!###!###
BPM232H1-F|LEC5101|Bright, J.|###!###!WB 116$17:00~20:00!###!###
BPM330H1-F|LEC5101|Munjee, R.|###!###!###!WI 1017$17:00~20:00!###
BPM332H1-F|LEC0101|NA|###!###!###!###!###
BPM334H1-S|LEC0101|Ferrari, M.|###!RW 142$13:00~16:00!###!###!###
BPM335H1-F|LEC0101|Whissell, P.|ES 1050$10:00~13:00!###!###!###!###
BPM335H1-S|LEC0101|Whissell, P.|WI 1016$10:00~13:00!###!###!###!###
BPM338H1-F|LEC0101|Viglas, M.|###!###!###!###!NA$14:00~17:00
BPM338H1-S|LEC0101|Viglas, M.|###!###!BL 114$14:00~17:00!###!###
BPM339H1-S|LEC0101|Bright, J.|###!OI 2295$10:00~13:00!###!###!###
BPM381H1-S|LEC0101|Weisbaum, E.|###!###!WI 1017$10:00~13:00!###!###
BPM432H1-S|LEC0101|Whissell, P.|###!###!###!###!WI 524$14:00~17:00
BPM433H1-S|LEC0101|Weisbaum, E.|###!###!###!WW 119$14:00~17:00!###
BPM438H1-F|LEC0101|Weisbaum, E.|###!###!###!FE 135$14:00~17:00!###
CAR120Y1-Y|LEC0101|Edmonds, K.|###!WI 524;WI 524$10:00~13:00!###!###!###
CAR120Y1-Y|LEC2000|Edmonds, K.|###!WI 524;WI 524$10:00~13:00!###!###!###
CAR220H1-F|LEC0101|James, C.|###!WI 524$13:00~15:00!###!###!###
CAR225H1-F|LEC0101|Edmonds, K.|###!###!OI 5170$12:00~14:00!###!###
CAR226H1-F|LEC0101|Edmonds, K.|###!###!###!WI 524$12:00~14:00!###
CAR315H1-S|LEC5101|Ramsaroop, C.|WI 523$18:00~20:00!###!###!###!###
